Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-07-01 00:00:00+05:30,15703.7001953125,17172.80078125,15511.0498046875,17158.25,5475300,0.0,0.0
2022-08-01 00:00:00+05:30,17243.19921875,17992.19921875,17154.80078125,17759.30078125,5589500,0.0,0.0
2022-09-01 00:00:00+05:30,17485.69921875,18096.150390625,16747.69921875,17094.349609375,6896300,0.0,0.0
2022-10-01 00:00:00+05:30,17102.099609375,18022.80078125,16855.55078125,18012.19921875,4539900,0.0,0.0
2022-11-01 00:00:00+05:30,18130.69921875,18816.05078125,17959.19921875,18758.349609375,5257200,0.0,0.0
2022-12-01 00:00:00+05:30,18871.94921875,18887.599609375,17774.25,18105.30078125,4741600,0.0,0.0
2023-01-01 00:00:00+05:30,18131.69921875,18251.94921875,17405.55078125,17662.150390625,5632700,0.0,0.0
2023-02-01 00:00:00+05:30,17811.599609375,18134.75,17255.19921875,17303.94921875,5685600,0.0,0.0
2023-03-01 00:00:00+05:30,17360.099609375,17799.94921875,16828.349609375,17359.75,5622200,0.0,0.0
2023-04-01 00:00:00+05:30,17427.94921875,18089.150390625,17312.75,18065.0,4459800,0.0,0.0
2023-05-01 00:00:00+05:30,18124.80078125,18662.44921875,18042.400390625,18534.400390625,5737500,0.0,0.0
2023-06-01 00:00:00+05:30,18579.400390625,19201.69921875,18464.55078125,19189.05078125,5144400,0.0,0.0
2023-07-01 00:00:00+05:30,19246.5,19991.849609375,19234.400390625,19753.80078125,5802500,0.0,0.0
2023-08-01 00:00:00+05:30,19784.0,19795.599609375,19223.650390625,19253.80078125,6027500,0.0,0.0
2023-09-01 00:00:00+05:30,19258.150390625,20222.44921875,19255.69921875,19638.30078125,5666500,0.0,0.0
2023-10-01 00:00:00+05:30,19622.400390625,19849.75,18837.849609375,19079.599609375,4248400,0.0,0.0
2023-11-01 00:00:00+05:30,19064.05078125,20158.69921875,18973.69921875,20133.150390625,4386100,0.0,0.0
2023-12-01 00:00:00+05:30,20194.099609375,21801.44921875,20183.69921875,21731.400390625,6121400,0.0,0.0
2024-01-01 00:00:00+05:30,21727.75,22124.150390625,21137.19921875,21725.69921875,6824400,0.0,0.0
2024-02-01 00:00:00+05:30,21780.650390625,22297.5,21530.19921875,21982.80078125,6728200,0.0,0.0
2024-03-01 00:00:00+05:30,22048.30078125,22526.599609375,21710.19921875,22326.900390625,6700100,0.0,0.0
2024-04-01 00:00:00+05:30,22455.0,22783.349609375,21777.650390625,22604.849609375,6034000,0.0,0.0
2024-05-01 00:00:00+05:30,22567.849609375,23110.80078125,21821.05078125,22530.69921875,6691400,0.0,0.0
2024-06-01 00:00:00+05:30,23337.900390625,24174.0,21281.44921875,24010.599609375,7751100,0.0,0.0
2024-07-01 00:00:00+05:30,23992.94921875,24999.75,23992.69921875,24951.150390625,6250600,0.0,0.0
2024-08-01 00:00:00+05:30,25030.94921875,25268.349609375,23893.69921875,25235.900390625,6327000,0.0,0.0
2024-09-01 00:00:00+05:30,25333.599609375,26277.349609375,24753.150390625,25810.849609375,6162500,0.0,0.0
2024-10-01 00:00:00+05:30,25788.44921875,25907.599609375,24073.900390625,24205.349609375,6328000,0.0,0.0
2024-11-01 00:00:00+05:30,24302.75,24537.599609375,23263.150390625,24131.099609375,5887700,0.0,0.0
2024-12-01 00:00:00+05:30,24140.849609375,24857.75,23460.44921875,23644.80078125,5450800,0.0,0.0
2025-01-01 00:00:00+05:30,23637.650390625,24226.69921875,22786.900390625,23508.400390625,6458100,0.0,0.0
2025-02-01 00:00:00+05:30,23319.349609375,23807.30078125,22104.849609375,22124.69921875,5364300,0.0,0.0
2025-03-01 00:00:00+05:30,22194.55078125,23869.599609375,21964.599609375,23519.349609375,6239300,0.0,0.0
2025-04-01 00:00:00+05:30,23341.099609375,24457.650390625,21743.650390625,24334.19921875,7659800,0.0,0.0
2025-05-01 00:00:00+05:30,24311.900390625,24944.80078125,23935.75,24924.69921875,2092100,0.0,0.0
